queue_length,active_counters,avg_proc_time,crop_type,hour_of_day,day_of_week,waiting_minutes
13,5,7.06,COTTON,11,5,26.6
34,3,7.24,MAIZE,16,1,77.7
45,3,7.04,CHANA,13,2,102.0
22,4,5.94,SOYBEAN,8,0,29.1
53,3,7.27,CHANA,12,4,136.6
59,4,7.41,WHEAT,12,2,129.1
23,4,6.01,COTTON,14,1,45.0
51,5,5.03,SOYBEAN,14,3,50.7
3,2,6.48,PADDY,13,2,10.0
42,5,7.43,WHEAT,15,0,58.1
34,3,7.12,WHEAT,9,4,75.0
32,4,7.09,COTTON,14,3,74.6
45,4,7.3,SOYBEAN,14,1,79.5
51,4,7.18,WHEAT,11,0,108.6
58,4,6.83,SOYBEAN,9,3,89.4
49,5,6.65,SOYBEAN,11,5,74.2
21,5,5.29,MAIZE,11,5,25.1
46,5,6.36,WHEAT,13,1,60.5
44,2,6.06,SOYBEAN,14,0,133.0
21,5,7.09,COTTON,10,4,46.0
44,4,5.98,WHEAT,8,1,62.9
11,3,4.88,COTTON,10,3,27.1
39,3,4.51,COTTON,16,0,72.4
4,3,6.53,SOYBEAN,8,5,7.9
51,2,6.15,SOYBEAN,15,5,140.6
1,4,5.49,MAIZE,9,2,2.6
28,6,5.01,MAIZE,13,0,22.2
24,4,5.9,WHEAT,10,3,39.6
35,4,4.8,MAIZE,14,3,43.2
13,6,5.51,PADDY,9,2,12.8
47,3,5.64,WHEAT,11,3,104.6
34,5,5.9,COTTON,16,0,48.3
11,4,5.9,MAIZE,13,5,18.7
36,4,5.27,MAIZE,11,1,52.6
51,3,7.05,MAIZE,9,5,111.8
17,4,5.57,SOYBEAN,16,5,22.5
35,2,5.19,COTTON,11,0,139.2
18,4,5.03,MAIZE,16,3,23.1
40,3,5.47,CHANA,9,2,62.1
22,5,4.7,CHANA,14,2,20.5
57,4,4.6,COTTON,12,4,98.7
24,3,6.32,MAIZE,15,2,47.0
58,4,6.36,PADDY,15,2,99.8
19,3,6.09,PADDY,11,3,53.8
37,4,6.79,WHEAT,11,1,74.5
39,6,4.62,WHEAT,15,1,25.5
21,4,7.31,MAIZE,10,3,41.9
8,2,4.79,WHEAT,14,2,20.0
28,4,6.52,SOYBEAN,15,0,42.7
5,4,4.9,PADDY,15,5,5.3
17,5,7.14,COTTON,11,5,36.4
37,2,6.03,MAIZE,16,1,106.3
36,4,4.75,MAIZE,11,3,48.8
54,4,6.35,CHANA,15,0,77.6
19,3,4.53,PADDY,13,2,33.1
27,3,6.83,PADDY,12,3,82.6
53,4,6.45,PADDY,11,1,113.1
34,5,5.14,WHEAT,12,0,42.4
11,5,5.62,SOYBEAN,8,0,14.2
54,4,4.52,COTTON,14,1,82.7
45,4,6.58,WHEAT,15,0,72.2
47,3,5.47,SOYBEAN,16,5,76.0
12,6,6.21,PADDY,10,1,15.0
54,6,7.37,SOYBEAN,16,5,57.4
21,5,5.4,WHEAT,12,3,25.2
54,4,7.47,PADDY,13,4,120.9
11,3,6.4,WHEAT,8,2,22.8
39,5,5.23,COTTON,16,3,49.2
28,4,5.81,PADDY,16,5,43.6
5,3,6.72,SOYBEAN,13,2,12.2
17,4,5.84,WHEAT,15,2,24.7
56,2,4.71,CHANA,11,5,143.4
20,2,5.01,SOYBEAN,12,5,58.2
41,4,6.87,SOYBEAN,12,1,77.5
46,4,6.45,PADDY,14,4,86.6
58,5,6.21,MAIZE,14,5,75.9
12,3,5.0,SOYBEAN,14,2,21.4
6,3,7.01,WHEAT,12,2,17.1
17,3,7.38,CHANA,11,3,44.6
51,2,4.62,COTTON,15,4,144.5
19,2,4.73,CHANA,8,4,37.9
26,4,7.15,WHEAT,8,2,46.0
48,4,6.95,PADDY,13,4,100.3
44,4,6.35,WHEAT,9,3,65.5
44,6,7.33,MAIZE,10,1,66.1
52,4,6.44,MAIZE,11,2,95.3
32,2,5.15,MAIZE,9,0,76.4
6,3,6.69,SOYBEAN,14,2,13.0
55,5,6.44,PADDY,8,2,75.2
58,4,7.46,MAIZE,10,1,127.2
36,5,5.14,COTTON,9,5,45.7
38,5,6.29,COTTON,16,5,56.9
11,5,6.84,WHEAT,15,0,14.5
33,5,5.52,MAIZE,10,0,43.1
24,4,5.64,SOYBEAN,12,0,38.7
23,3,7.16,COTTON,10,5,84.8
15,6,5.71,CHANA,13,1,13.9
27,4,6.37,PADDY,12,4,58.1
11,2,7.17,CHANA,9,0,34.2
57,4,5.13,COTTON,15,4,87.9
51,4,7.45,COTTON,13,3,125.9
50,5,6.61,WHEAT,10,1,80.3
17,4,5.99,WHEAT,8,4,21.9
51,3,5.79,MAIZE,12,5,114.3
53,6,7.36,PADDY,9,5,69.8
14,5,5.12,MAIZE,9,0,11.9
27,4,5.44,WHEAT,16,0,36.2
18,3,5.42,SOYBEAN,14,4,30.4
28,4,5.37,PADDY,13,5,43.3
51,4,5.91,SOYBEAN,8,4,69.4
47,2,7.47,MAIZE,9,3,161.4
47,3,7.17,WHEAT,14,1,119.1
4,4,5.48,PADDY,10,5,8.9
7,4,5.77,MAIZE,9,2,11.0
45,4,6.51,COTTON,13,5,99.0
35,3,4.55,MAIZE,15,3,48.2
48,4,6.96,CHANA,15,5,71.5
9,4,7.14,COTTON,9,3,18.8
8,3,7.07,SOYBEAN,13,5,14.2
52,2,5.63,COTTON,12,3,220.9
45,4,5.89,MAIZE,14,0,68.0
17,6,4.54,COTTON,11,4,19.5
17,4,5.7,CHANA,9,5,20.8
49,3,5.88,MAIZE,10,1,111.3
33,3,7.22,CHANA,16,0,69.5
32,5,7.18,COTTON,15,3,53.7
8,3,7.4,CHANA,16,1,17.7
19,4,7.16,COTTON,12,0,51.3
38,4,4.52,PADDY,12,2,54.2
3,3,6.42,COTTON,14,5,10.0
59,5,4.7,WHEAT,14,5,57.8
5,4,5.32,CHANA,8,3,6.8
13,4,6.23,CHANA,12,0,21.9
47,3,6.6,SOYBEAN,15,0,90.7
46,2,6.46,SOYBEAN,14,3,148.7
31,4,4.65,WHEAT,9,2,35.0
55,4,4.81,CHANA,15,5,59.6
16,3,4.89,CHANA,9,4,24.2
50,2,4.77,SOYBEAN,8,2,109.5
32,2,5.03,SOYBEAN,10,3,91.4
22,6,6.57,COTTON,10,4,35.6
29,4,6.99,MAIZE,13,0,51.5
22,5,5.73,CHANA,10,2,28.8
43,3,6.58,CHANA,14,2,90.5
3,6,5.1,COTTON,15,5,3.9
54,3,7.42,CHANA,10,5,147.6
10,4,5.55,WHEAT,16,4,12.3
42,5,7.04,SOYBEAN,8,0,54.4
21,3,7.34,SOYBEAN,10,2,56.4
16,4,7.09,MAIZE,10,4,33.7
12,3,4.7,SOYBEAN,14,2,21.2
2,3,6.45,PADDY,12,5,7.7
41,4,4.86,WHEAT,11,0,58.2
24,4,4.52,WHEAT,9,0,28.1
35,4,4.66,COTTON,14,1,54.4
56,4,7.25,PADDY,10,4,137.5
30,4,7.23,CHANA,14,5,52.4
57,2,5.18,MAIZE,14,5,152.8
30,3,6.14,WHEAT,9,5,59.3
47,6,7.37,PADDY,14,3,66.2
35,2,5.99,PADDY,13,2,125.3
19,4,5.68,WHEAT,11,0,32.2
50,3,5.95,COTTON,12,2,148.9
8,4,6.87,PADDY,15,2,13.5
26,4,5.93,SOYBEAN,12,3,42.3
49,3,6.85,PADDY,10,0,147.7
40,3,5.8,CHANA,9,1,65.9
7,4,5.26,WHEAT,13,5,8.4
30,4,5.48,CHANA,13,4,37.1
7,3,4.73,COTTON,14,2,13.6
3,4,5.99,MAIZE,15,3,6.2
1,3,4.94,SOYBEAN,11,3,3.6
36,5,6.93,WHEAT,15,4,47.8
25,4,5.76,PADDY,8,4,41.5
37,3,6.8,SOYBEAN,13,0,85.4
1,4,7.36,PADDY,13,2,2.8
15,4,7.05,COTTON,10,2,40.7
37,3,7.35,MAIZE,16,4,84.6
13,4,6.2,WHEAT,12,5,21.9
40,3,5.0,COTTON,8,1,80.6
8,3,7.31,COTTON,14,2,22.3
5,3,7.11,MAIZE,10,3,12.1
9,4,7.09,COTTON,11,5,26.2
1,3,6.58,COTTON,13,4,3.1
36,4,6.37,PADDY,15,2,59.4
35,4,4.54,CHANA,11,0,44.0
2,4,6.74,PADDY,16,4,4.5
40,4,4.77,MAIZE,15,3,46.8
23,5,5.28,SOYBEAN,13,0,26.9
9,4,6.15,MAIZE,14,4,15.4
34,4,5.86,MAIZE,15,4,44.1
46,3,4.55,MAIZE,9,2,68.3
14,5,6.97,MAIZE,12,0,24.6
4,2,7.14,COTTON,14,4,20.5
30,3,6.55,MAIZE,15,5,60.9
31,4,6.12,SOYBEAN,12,3,50.9
38,2,7.38,MAIZE,10,0,161.4
11,3,4.86,PADDY,13,5,20.9
35,4,6.71,COTTON,12,2,88.1
8,4,4.89,PADDY,15,1,12.0
3,4,5.65,COTTON,16,4,5.0
14,5,6.26,PADDY,16,1,17.5
13,3,6.71,WHEAT,13,4,31.3
45,2,4.51,CHANA,11,5,108.9
32,4,5.28,CHANA,11,2,43.4
34,3,6.11,COTTON,16,2,85.0
45,4,6.1,WHEAT,11,2,80.9
19,3,6.41,SOYBEAN,15,2,36.9
59,4,5.41,WHEAT,16,0,77.9
38,4,6.12,COTTON,12,0,88.2
16,4,5.07,WHEAT,13,4,22.1
2,4,5.06,SOYBEAN,10,0,2.9
40,4,6.23,COTTON,12,4,95.3
17,3,6.56,CHANA,12,0,37.1
55,2,4.86,MAIZE,9,0,123.3
34,2,4.87,WHEAT,13,0,86.3
42,4,6.2,CHANA,16,3,56.1
16,4,5.31,CHANA,14,2,19.3
38,4,5.68,PADDY,15,3,57.3
2,3,5.7,SOYBEAN,9,0,3.2
2,4,5.04,MAIZE,16,0,2.2
26,5,4.5,WHEAT,10,3,27.9
13,3,7.06,CHANA,12,5,34.0
56,3,6.65,CHANA,14,4,118.7
47,3,6.57,SOYBEAN,11,2,114.6
31,4,6.14,MAIZE,14,4,50.3
34,4,6.6,MAIZE,15,5,50.8
39,3,7.31,CHANA,11,2,101.9
3,4,6.5,CHANA,12,1,4.1
8,3,5.3,CHANA,10,2,15.0
23,4,6.21,CHANA,12,4,40.3
14,4,5.83,PADDY,15,2,22.5
56,4,6.17,PADDY,10,1,112.8
55,2,6.05,MAIZE,12,1,195.2
27,5,7.08,COTTON,8,0,45.4
54,4,6.46,WHEAT,9,1,80.4
29,3,5.07,SOYBEAN,10,3,57.6
39,3,4.69,COTTON,8,4,72.9
53,4,5.77,PADDY,16,3,81.2
39,5,4.55,PADDY,16,5,37.5
1,5,5.45,PADDY,12,3,2.3
17,4,5.6,COTTON,11,4,33.2
41,5,5.63,PADDY,12,5,60.5
30,2,7.44,COTTON,11,3,168.0
53,2,5.41,PADDY,12,3,191.7
13,5,5.3,CHANA,14,5,12.5
21,4,4.89,CHANA,15,3,21.9
19,4,6.03,WHEAT,9,1,28.4
53,4,4.96,PADDY,11,4,87.6
19,6,6.35,WHEAT,15,4,18.0
57,4,4.97,COTTON,14,4,95.7
25,5,6.23,WHEAT,16,3,28.5
22,4,6.98,PADDY,12,1,51.9
31,3,4.63,COTTON,13,4,64.0
17,5,5.76,COTTON,15,2,21.9
55,3,5.88,CHANA,12,4,113.9
23,5,6.87,COTTON,16,0,37.9
32,4,5.9,COTTON,11,2,70.2
10,4,6.2,WHEAT,15,4,14.4
10,4,6.87,MAIZE,10,3,19.8
36,2,6.18,COTTON,12,4,165.1
8,3,5.57,SOYBEAN,15,1,12.3
54,6,4.76,MAIZE,14,1,43.9
52,6,6.69,CHANA,8,4,50.8
20,3,7.11,CHANA,11,3,52.7
32,6,7.41,COTTON,9,3,49.5
50,5,7.28,WHEAT,9,3,68.8
14,4,6.89,MAIZE,14,4,24.6
50,2,6.43,CHANA,10,4,173.8
28,5,6.84,CHANA,10,0,42.6
46,4,5.8,SOYBEAN,13,1,65.9
52,5,6.28,COTTON,13,2,86.4
53,5,5.55,MAIZE,8,2,52.2
24,5,5.48,CHANA,8,1,21.6
15,4,6.77,CHANA,13,5,24.1
22,3,5.86,CHANA,14,0,43.0
30,3,5.14,CHANA,16,1,45.0
4,3,5.11,WHEAT,11,0,8.2
13,2,7.08,PADDY,13,5,54.1
59,4,6.53,SOYBEAN,10,0,109.9
23,4,6.14,WHEAT,11,3,42.4
8,5,5.7,SOYBEAN,16,1,8.2
18,3,5.79,CHANA,8,2,29.5
12,4,4.67,SOYBEAN,12,4,13.8
55,2,5.86,COTTON,14,5,219.2
31,2,6.89,COTTON,10,5,162.4
14,2,5.66,PADDY,9,4,41.9
34,4,5.65,PADDY,9,1,53.8
18,2,4.55,SOYBEAN,8,4,36.9
56,4,5.87,WHEAT,12,0,95.8
34,3,4.58,WHEAT,10,4,63.0
11,5,6.21,CHANA,14,0,11.3
41,5,6.02,WHEAT,8,0,46.3
12,6,7.02,PADDY,16,2,13.1
49,5,6.25,WHEAT,9,4,56.9
15,5,5.47,CHANA,15,2,14.6
57,5,6.05,COTTON,11,4,104.7
31,4,6.6,WHEAT,13,0,52.0
49,3,4.78,WHEAT,16,4,76.9
58,3,6.36,PADDY,14,5,141.5
29,3,7.25,SOYBEAN,15,5,63.4
26,4,5.4,COTTON,14,2,47.4
18,4,6.38,SOYBEAN,9,3,26.3
32,5,6.96,CHANA,16,5,40.3
22,6,6.04,CHANA,8,2,14.8
38,4,6.65,SOYBEAN,9,3,55.9
17,4,5.43,PADDY,10,1,30.7
23,6,5.42,MAIZE,10,2,26.6
24,3,6.5,PADDY,11,5,67.9
50,4,6.62,MAIZE,12,5,95.3
8,3,7.31,MAIZE,13,4,21.1
41,4,5.17,PADDY,8,3,54.6
6,3,5.9,MAIZE,15,5,11.0
5,5,5.25,MAIZE,13,4,5.2
44,4,4.74,MAIZE,16,3,47.6
57,3,5.71,COTTON,12,2,164.6
29,3,5.62,CHANA,14,2,55.7
28,4,5.31,MAIZE,11,4,43.3
11,6,5.39,CHANA,13,2,6.2
57,4,5.58,CHANA,13,4,75.5
1,4,7.47,COTTON,11,0,5.0
43,3,6.85,CHANA,13,3,94.5
19,4,4.71,SOYBEAN,15,4,18.4
9,4,7.12,WHEAT,12,3,20.0
27,4,6.4,COTTON,9,0,51.6
34,3,7.17,WHEAT,16,3,77.3
44,4,5.53,SOYBEAN,11,4,66.4
4,4,5.89,PADDY,11,2,7.2
36,6,7.19,PADDY,14,3,50.7
18,5,5.32,MAIZE,13,3,19.5
15,4,7.25,PADDY,11,5,36.5
51,4,6.99,COTTON,13,5,120.0
13,3,7.44,PADDY,10,0,41.1
19,5,5.47,COTTON,14,1,30.5
49,4,5.21,COTTON,13,2,85.5
6,3,5.49,WHEAT,10,4,10.9
48,4,7.36,PADDY,8,0,90.7
56,5,5.5,CHANA,12,4,67.0
12,3,6.2,PADDY,9,4,25.0
51,4,5.71,PADDY,14,3,86.5
37,4,5.69,PADDY,14,0,62.0
17,2,5.08,MAIZE,11,0,55.8
58,3,6.11,CHANA,13,5,112.2
23,5,7.05,CHANA,8,2,29.9
26,5,4.65,COTTON,9,1,27.8
29,3,7.17,CHANA,13,4,68.2
33,5,6.5,COTTON,9,2,54.3
27,4,6.35,WHEAT,11,5,50.1
25,4,6.38,COTTON,11,2,59.1
56,4,5.39,PADDY,16,4,80.0
55,6,5.75,SOYBEAN,14,3,51.4
10,4,6.9,SOYBEAN,14,3,19.6
47,3,5.42,MAIZE,8,4,78.7
23,5,5.91,PADDY,12,5,36.6
21,4,4.56,COTTON,10,5,36.9
21,3,6.7,PADDY,10,0,63.3
43,4,5.75,MAIZE,13,1,63.0
13,4,6.08,CHANA,11,3,22.6
37,5,4.84,COTTON,15,1,45.5
33,4,7.48,PADDY,11,2,81.3
24,3,5.41,CHANA,15,2,35.8
44,4,6.4,MAIZE,11,4,83.5
11,4,6.24,CHANA,10,4,18.9
17,3,6.86,COTTON,12,4,58.7
4,4,5.38,MAIZE,12,5,7.2
47,5,6.77,MAIZE,8,3,61.4
25,2,5.65,MAIZE,15,1,65.4
30,4,5.73,WHEAT,15,2,42.7
9,3,6.52,MAIZE,15,1,18.3
21,3,6.85,WHEAT,11,3,57.5
20,4,6.5,CHANA,16,1,27.5
19,3,7.2,WHEAT,10,1,53.4
19,5,5.36,CHANA,14,5,21.3
12,3,7.2,WHEAT,13,4,27.3
37,4,4.89,CHANA,16,5,40.6
42,2,6.48,CHANA,11,5,148.3
17,6,6.14,MAIZE,11,1,22.6
37,4,5.98,MAIZE,13,1,58.5
54,4,5.43,CHANA,15,5,64.4
48,3,6.01,MAIZE,10,1,109.3
39,4,4.99,CHANA,15,5,41.6
28,3,5.61,MAIZE,15,0,48.4
41,5,4.8,SOYBEAN,14,5,41.5
35,4,6.22,WHEAT,14,2,58.3
47,4,4.79,CHANA,12,2,59.9
48,4,4.98,PADDY,9,1,64.2
18,4,4.76,MAIZE,9,5,19.2
14,4,5.64,MAIZE,15,5,17.4
35,4,7.03,COTTON,13,4,83.6
44,4,7.22,PADDY,15,4,84.3
41,4,4.72,PADDY,10,4,62.1
7,4,6.4,SOYBEAN,8,5,11.4
41,3,6.55,WHEAT,13,5,94.3
13,5,6.1,SOYBEAN,9,2,13.8
18,4,6.5,WHEAT,16,3,30.0
37,4,5.2,CHANA,12,1,53.8
13,5,5.97,SOYBEAN,12,2,17.6
36,2,5.67,COTTON,15,4,121.6
31,5,4.77,WHEAT,13,2,32.7
2,6,6.38,SOYBEAN,10,2,2.0
16,5,5.99,COTTON,16,2,23.1
9,5,5.33,PADDY,11,4,12.2
9,4,5.92,MAIZE,11,3,13.5
38,3,6.83,CHANA,9,0,76.2
11,4,6.9,CHANA,10,1,19.4
54,3,6.45,PADDY,11,1,154.0
56,3,5.9,SOYBEAN,14,2,108.5
22,4,6.23,MAIZE,10,3,38.9
33,3,5.66,PADDY,15,4,66.7
36,5,4.88,COTTON,15,0,42.9
45,5,5.66,MAIZE,9,0,48.3
23,5,6.09,WHEAT,11,2,34.1
45,4,6.3,SOYBEAN,15,2,65.9
45,5,7.31,MAIZE,8,4,61.2
34,5,6.83,WHEAT,8,4,45.9
9,4,4.96,PADDY,11,5,14.3
24,3,5.02,CHANA,9,4,36.3
8,5,4.8,MAIZE,8,2,8.8
7,5,6.71,MAIZE,15,3,10.4
36,4,6.62,WHEAT,9,2,54.4
18,2,7.46,WHEAT,11,2,74.5
3,4,6.07,CHANA,10,0,5.8
28,2,6.98,WHEAT,9,4,92.8
6,5,6.23,WHEAT,15,1,7.5
44,6,7.12,MAIZE,10,4,60.5
44,3,6.66,CHANA,16,5,84.9
21,4,6.43,CHANA,12,3,37.5
28,2,6.2,MAIZE,16,3,81.3
40,4,6.67,PADDY,10,4,88.0
54,3,5.76,PADDY,12,4,137.0
54,4,4.79,MAIZE,13,2,67.5
1,4,4.62,WHEAT,16,1,2.0
36,3,5.94,SOYBEAN,15,2,62.6
21,4,6.3,PADDY,9,0,33.5
43,3,4.74,PADDY,9,0,71.5
35,4,5.36,MAIZE,12,3,56.5
13,2,5.47,MAIZE,12,3,41.3
57,4,6.19,SOYBEAN,12,1,97.8
49,5,5.34,SOYBEAN,11,3,58.9
54,5,4.79,CHANA,15,5,43.6
54,5,4.99,MAIZE,12,0,62.1
10,5,5.02,PADDY,8,1,10.1
53,3,7.03,COTTON,12,0,185.6
44,3,5.35,COTTON,8,4,97.1
47,4,6.64,WHEAT,11,4,91.6
53,5,6.2,PADDY,8,1,69.9
10,6,7.43,COTTON,13,2,17.7
46,2,5.32,PADDY,13,5,144.4
13,4,4.98,MAIZE,8,5,15.2
37,3,4.66,PADDY,15,3,60.7
38,4,5.22,COTTON,11,1,76.0
24,4,6.55,PADDY,9,5,41.8
2,3,4.76,SOYBEAN,8,3,3.1
22,4,5.23,WHEAT,10,0,35.6
17,4,7.07,CHANA,14,2,30.8
36,4,6.25,COTTON,15,3,68.8
14,2,4.71,MAIZE,12,4,38.3
10,5,4.64,CHANA,14,4,10.0
35,4,4.68,WHEAT,9,0,38.6
25,5,7.33,SOYBEAN,11,1,40.7
3,5,7.05,SOYBEAN,13,3,4.1
47,3,7.03,SOYBEAN,12,0,122.0
38,3,7.27,SOYBEAN,13,4,95.4
17,4,6.02,COTTON,9,4,30.5
12,3,5.24,COTTON,14,4,28.9
54,5,5.7,PADDY,15,2,65.5
52,4,6.66,MAIZE,16,2,81.6
24,5,7.13,PADDY,13,4,39.7
29,3,5.81,MAIZE,14,5,58.1
43,3,6.11,WHEAT,8,1,81.9
25,4,7.3,PADDY,16,2,50.3
36,2,4.82,WHEAT,13,3,92.1
58,4,7.09,WHEAT,11,2,119.1
26,5,4.98,WHEAT,16,3,24.6
38,4,5.95,SOYBEAN,8,2,48.9
1,4,5.16,CHANA,9,4,2.0
20,3,6.31,CHANA,10,3,47.0
55,3,6.18,COTTON,8,1,133.9
28,6,5.64,WHEAT,9,2,26.6
16,6,7.09,SOYBEAN,9,2,17.6
47,4,6.48,PADDY,14,4,89.4
17,5,6.66,PADDY,13,3,28.0
40,4,4.95,COTTON,16,5,64.3
28,3,7.15,COTTON,12,4,98.8
58,3,5.0,WHEAT,16,3,94.4
12,5,5.17,WHEAT,16,2,13.2
27,3,4.88,PADDY,9,2,45.7
54,4,5.82,PADDY,16,2,84.4
53,4,7.16,PADDY,10,2,123.8
42,4,5.26,PADDY,10,0,72.2
59,4,5.62,CHANA,16,2,69.3
47,3,7.04,WHEAT,14,2,113.8
30,3,6.35,WHEAT,15,5,60.9
41,4,6.75,PADDY,14,5,82.1
34,4,5.14,SOYBEAN,16,3,40.1
37,4,6.65,PADDY,15,2,66.4
6,4,5.18,MAIZE,11,2,9.2
7,3,7.46,COTTON,9,3,22.2
32,5,6.18,MAIZE,12,2,47.3
32,4,6.59,SOYBEAN,9,2,47.9
53,3,4.86,COTTON,11,4,128.9
25,4,5.25,SOYBEAN,9,0,29.4
33,5,4.92,COTTON,12,3,47.8
55,5,5.67,PADDY,13,4,74.6
58,3,5.35,PADDY,8,5,107.7
7,4,6.7,SOYBEAN,15,1,10.3
52,2,4.83,COTTON,9,1,153.4
57,2,6.76,CHANA,12,5,207.5
12,4,4.64,SOYBEAN,15,0,10.5
16,4,5.11,SOYBEAN,12,1,19.5
16,4,6.88,MAIZE,10,0,31.4
43,3,6.73,WHEAT,13,1,99.5
53,2,5.93,SOYBEAN,8,1,143.1
36,4,4.65,CHANA,8,4,34.2
13,2,6.33,PADDY,15,1,44.6
7,2,5.72,COTTON,14,5,25.0
36,3,5.45,WHEAT,10,0,74.9
47,4,6.42,COTTON,15,2,89.9
51,3,5.81,PADDY,15,2,106.7
9,4,4.78,SOYBEAN,8,2,7.9
32,2,7.25,MAIZE,14,0,121.0
11,3,6.84,CHANA,9,0,22.2
8,4,4.67,WHEAT,9,2,8.1
33,3,6.08,CHANA,9,5,56.8
23,4,4.75,CHANA,12,1,32.5
25,2,7.01,CHANA,14,2,83.8
56,4,6.34,CHANA,11,3,95.5
8,3,5.02,PADDY,11,0,19.9
45,3,4.56,CHANA,16,3,62.3
22,4,4.59,MAIZE,16,3,23.3
